Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
0141DC9D  push aminstantservice-8.50.2.0.15328A0                            "application/json"
0141DCB3  push aminstantservice-8.50.2.0.15328B4                            "text/plain"
0141DE47  push aminstantservice-8.50.2.0.15327A0                            "http"
0141DFC9  push aminstantservice-8.50.2.0.15327A8                            "://"
0141E06C  push aminstantservice-8.50.2.0.15327AC                            ":%d"
0141E25B  push aminstantservice-8.50.2.0.1532788                            "http"
0141E349  push aminstantservice-8.50.2.0.1532790                            "http"
0141E4C3  push aminstantservice-8.50.2.0.15327B8                            "://"
0141E5D1  push aminstantservice-8.50.2.0.15327BC                            "http"
0141E6C3  push aminstantservice-8.50.2.0.15327C4                            "https"
0141E710  push aminstantservice-8.50.2.0.15327CC                            "ws"
0141E75D  push aminstantservice-8.50.2.0.15327D0                            "ftp"
0141E7A7  push aminstantservice-8.50.2.0.15327D4                            "file"
0141F1C0  push aminstantservice-8.50.2.0.152DD78                            "string too long"
0141F896  push aminstantservice-8.50.2.0.15328E0                            "(object)"
0141FA20  mov eax,aminstantservice-8.50.2.0.1532940                         "bool"
0141FA70  mov eax,aminstantservice-8.50.2.0.1532984                         "int"
0141FAC0  mov eax,aminstantservice-8.50.2.0.15329C4                         "double"
0141FE64  mov edx,aminstantservice-8.50.2.0.1532A10                         "true"
0141FE6B  mov edx,aminstantservice-8.50.2.0.1532A08                         "false"
0141FF50  mov eax,aminstantservice-8.50.2.0.1532A54                         "string"
01420064  push aminstantservice-8.50.2.0.15328F4                            "{}"
014200A9  mov ecx,aminstantservice-8.50.2.0.15328FC                         ",\n"
014200DE  push aminstantservice-8.50.2.0.1532900                            " : "
01421270  mov eax,aminstantservice-8.50.2.0.1532AD4                         "object"
0142228F  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
014223CC  push aminstantservice-8.50.2.0.1532ADC                            "null"
01422412  push aminstantservice-8.50.2.0.1532AE4                            "true"
01422452  push aminstantservice-8.50.2.0.1532AEC                            "false"
01422567  push aminstantservice-8.50.2.0.1532AF4                            "%I64x"
01422FC6  push aminstantservice-8.50.2.0.1532AFC                            "(array)"
014231B5  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
01423420  mov eax,aminstantservice-8.50.2.0.1532B88                         "array"
01423901  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
01423921  push aminstantservice-8.50.2.0.1532B04                            "[]"
0142395A  mov ecx,aminstantservice-8.50.2.0.1532B0C                         ",\n"
01423A29  push aminstantservice-8.50.2.0.152DEAC                            "vector<T> too long"
01423D26  push aminstantservice-8.50.2.0.1532B90                            "(null)"
01424440  mov eax,aminstantservice-8.50.2.0.1532BB4                         "AmCryptYarrow"
0142509F  push aminstantservice-8.50.2.0.152DD88                            "invalid string position"
014250B7  push aminstantservice-8.50.2.0.152DD78                            "string too long"
014250D2  push aminstantservice-8.50.2.0.152DD78                            "string too long"
01427B41  mov edi,aminstantservice-8.50.2.0.1532C7C                         "Cannot read stream"
01427B48  mov edi,aminstantservice-8.50.2.0.1532C68                         "Cannot write stream"
01427B4F  mov edi,aminstantservice-8.50.2.0.1532C54                         "Cannot close tag"
01427B56  mov edi,aminstantservice-8.50.2.0.1532C44                         "Tags not closed"
01427B5D  mov edi,aminstantservice-8.50.2.0.1532C2C                         "Unknown exception code"
01427BB0  mov eax,aminstantservice-8.50.2.0.1532D0C                         "AmStream"
01427D90  mov eax,aminstantservice-8.50.2.0.1532D30                         "AmFile"
01427ECA  mov ebp,aminstantservice-8.50.2.0.1532C2C                         "Unknown exception code"
01427ED1  mov ebp,aminstantservice-8.50.2.0.1532CA0                         "Cannot open file"
01427ED8  mov ebp,aminstantservice-8.50.2.0.1532C90                         "Invalid handle"
01428C4B  push aminstantservice-8.50.2.0.1532C54                            "Cannot close tag"
01428D49  push aminstantservice-8.50.2.0.1532C04                            "NULL file name"
01428EB1  push aminstantservice-8.50.2.0.1532C14                            "Empty file name"
014290E7  push aminstantservice-8.50.2.0.1532C54                            "Cannot close tag"
0142932B  push aminstantservice-8.50.2.0.152F5D4                            "list<T> too long"
0142946B  mov dword ptr ss:[esp+8],aminstantservice-8.50.2.0.1532DB8        "ERROR! NOT IMPLEMENTED"
014294A6  push aminstantservice-8.50.2.0.1532DD0                            "GET"
014294C2  push aminstantservice-8.50.2.0.1532DD4                            "POST"
014294DE  push aminstantservice-8.50.2.0.1532DDC                            "OPTIONS"
014294FA  push aminstantservice-8.50.2.0.1532DE4                            "HEAD"
01429516  push aminstantservice-8.50.2.0.1532DEC                            "PUT"
01429532  push aminstantservice-8.50.2.0.1532DF0                            "DELETE"
0142954E  push aminstantservice-8.50.2.0.1532DF8                            "TRACE"
0142956A  push aminstantservice-8.50.2.0.1532E00                            "CONNECT"
01429796  push aminstantservice-8.50.2.0.15332C0                            "%d.%d"
014297EE  push aminstantservice-8.50.2.0.15332C8                            "%d"
01429832  push aminstantservice-8.50.2.0.15332CC                            " \t\r\n"
014299F7  push aminstantservice-8.50.2.0.1532E4C                            "Keep-Alive"
01429A1B  push aminstantservice-8.50.2.0.1532E40                            "Connection"
01429AE5  push aminstantservice-8.50.2.0.1532F40                            "Range"
01429BFD  push aminstantservice-8.50.2.0.15331DC                            "location"
01429CA5  push aminstantservice-8.50.2.0.15331FC                            "Content-Length"
01429D67  push aminstantservice-8.50.2.0.1533220                            "chunked"
01429D8B  push aminstantservice-8.50.2.0.153320C                            "transfer-encoding"
01429E47  push aminstantservice-8.50.2.0.1533264                            "Close"
01429E6B  push aminstantservice-8.50.2.0.1533258                            "Connection"
01429F37  push aminstantservice-8.50.2.0.152DDB4                            "invalid map/set<T> iterator"
0142A39F  push aminstantservice-8.50.2.0.1532D4C                            "%d.%d"
0142A457  push aminstantservice-8.50.2.0.1532F38                            "Range"
0142A577  push aminstantservice-8.50.2.0.15331E8                            "Content-Length"
0142A647  push aminstantservice-8.50.2.0.1533298                            "Content-Range"
0142A764  push aminstantservice-8.50.2.0.1532D40                            ": "
0142A794  push aminstantservice-8.50.2.0.1532D44                            "\r\n"
0142A96F  push aminstantservice-8.50.2.0.1532DAC                            " HTTP/"
0142A9B4  push aminstantservice-8.50.2.0.1532DB4                            "\r\n"
0142AA68  push aminstantservice-8.50.2.0.1533228                            "content-disposition"
0142AB45  push aminstantservice-8.50.2.0.153323C                            "attachment;"
0142AB83  push aminstantservice-8.50.2.0.1533248                            ";filename="
0142ABE0  push aminstantservice-8.50.2.0.1533254                            "\";"
0142AD6F  mov dword ptr ss:[esp+10],aminstantservice-8.50.2.0.15332A8       "ERROR! NOT IMPLEMENTED"
0142AF32  push aminstantservice-8.50.2.0.1532D48                            "\r\n"
0142B17E  push aminstantservice-8.50.2.0.1532D54                            "identity"
0142B18C  push aminstantservice-8.50.2.0.1532D60                            "Accept-Encoding"
0142B1D8  push aminstantservice-8.50.2.0.1532D70                            "AmHttpClient v1.0"
0142B1EB  push aminstantservice-8.50.2.0.1532D84                            "User-Agent"
0142B234  push aminstantservice-8.50.2.0.1532D90                            "Keep-Alive"
0142B247  push aminstantservice-8.50.2.0.1532D9C                            "Connection"
0142B326  push aminstantservice-8.50.2.0.1532EEC                            "bytes=-%I64u"
0142B34A  push aminstantservice-8.50.2.0.1532EDC                            "bytes=%I64u-"
0142B375  push aminstantservice-8.50.2.0.1532EFC                            "bytes=%I64u-%I64u"
0142B3B0  push aminstantservice-8.50.2.0.1532F10                            "Range"
0142B3EA  push aminstantservice-8.50.2.0.1532F18                            "Range"
0142B738  push aminstantservice-8.50.2.0.1532F20                            "Keep-Alive"
0142B752  push aminstantservice-8.50.2.0.1532F2C                            "Connection"
0142BAA9  push aminstantservice-8.50.2.0.152DD78                            "string too long"
0142BE94  push aminstantservice-8.50.2.0.1533370                            "\r\n"
0142C38D  push aminstantservice-8.50.2.0.1533304                            "Host"
0142C43B  push aminstantservice-8.50.2.0.153330C                            "Host"
0142C4C9  push aminstantservice-8.50.2.0.1533318                            "Content-Length"
0142C4E2  push aminstantservice-8.50.2.0.1533314                            "%lu"
0142C53A  push aminstantservice-8.50.2.0.1533328                            "Content-Type"
0142C584  push aminstantservice-8.50.2.0.1533338                            "application/x-www-form-urlencoded"
